service_id,venue_id,venue_name,service_name,normalized_service_name,service_category,description,duration_minutes,price,currency,price_raw,price_type,tax_service_status,couple_price,per_person,booking_url,source_url,date_verified,confidence
obs-7d8476bc95-s3,obs-7d8476bc95,Four Seasons Spa,Hydradermabrasion,Other,Other,"Deep cleansing and exfoliating, this facial will leave your skin glowing. Hydradermabrasion is designed to decongest the skin, minimize the appearance of large pores, and help fade hyperpigmentation and brown spots. Simultaneously this treatment will infuse vital nutrients and serums to hydrate and plump the skin leaving you with red carpet results.",90,,,USD 415 - 600,FROM,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/westlakevillage/spa/facial_treatments,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s4,obs-7d8476bc95,Four Seasons Spa,Triple Oxygen,Other,Other,This targeted treatment brightens and purifies the complexion while compressed oxygen delivers the support our skin needs for increased cellular turnover and an overall revitalized appearance. This facial gives the skin a more supple appearance reducing the visibility of fine lines and imperfections.,90,,,USD 415 - 600,FROM,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/westlakevillage/spa/facial_treatments,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s5,obs-7d8476bc95,Four Seasons Spa,Diamond Brightening,Other,Other,"Reveal a brighter complexion with this revolutionary facial treatment that provides results for hyper pigmented skin. High concentrations of effective lightening and brightening active ingredients deeply renews the skin, evens skin tone, prevents the formation of pigmentation and minimizes pores to unveil a luminous complexion without imperfections.",90,,,USD 415,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/westlakevillage/spa/facial_treatments,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s6,obs-7d8476bc95,Four Seasons Spa,Anti-Gravity Ultra Lift,Other,Other,"This powerful treatment utilizes microcurrent to stimulate the muscles in the face to lift and plump. On a cellular level this facial will stimulate cell growth, enhance collagen production while targeting fine lines.",90,,,USD 415 - 600,FROM,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/westlakevillage/spa/facial_treatments,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s7,obs-7d8476bc95,Four Seasons Spa,The Cure,Other,Other,"A thoroughly cleansing treatment based on a cutting-edge thermo-active enzymatic detoxification that opens and softens the pores while refreshing botanical elements included in the formula close and purify them. Extractions are expertly performed through a nearly imperceptible extraction technique while the nano-stimulating mask with a foamy texture efficiently releases its moisturizing, soothing ",90,,,USD 415,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/westlakevillage/spa/facial_treatments,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s8,obs-7d8476bc95,Four Seasons Spa,Biologique Recherche Bespoke,Other,Other,"Using exclusive products and methodology of Biologique Recherche, the world renowned, cold pressed, luxury skincare line from Paris. Our highly skilled and trained aestheticians will personalize and design a hyper-customized facial using active marine, botanical and biological ingredients to restore radiance and youth, while simultaneously lifting, soothing and sculpting the face, neck and décolle",90,,,USD 335 - 495,FROM,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/westlakevillage/spa/facial_treatments,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s9,obs-7d8476bc95,Four Seasons Spa,Restu Bumi Treatment,Other,Other,Journey deep into the soul of Mother Bali with this spiritual cleansing ritual.,120,,,,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/sayan/spa/,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s10,obs-7d8476bc95,Four Seasons Spa,Chakra Ceremony,Other,Other,"Combine authentic Balinese traditions, physical therapies, and energy healing.",120,,,,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/sayan/spa/,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s11,obs-7d8476bc95,Four Seasons Spa,Morning Private Yoga,Yoga,Yoga,,60,,,,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/sayan/spa/,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s12,obs-7d8476bc95,Four Seasons Spa,Sacred Nap,Other,Other,Take an afternoon 'air nap' suspended from the ceiling of the bamboo Dharma Shanti Bale in an aerial silk hammock.,60,,,,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/sayan/spa/,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s13,obs-7d8476bc95,Four Seasons Spa,TDA Thermorerepair Cellulite Smoother,Other,Other,"Reduce the appearance of cellulite, stimulate lymphatic flow and support fat metabolism while moisturizing, tightening and smoothing skin.",60,,,,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/sayan/spa/,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s14,obs-7d8476bc95,Four Seasons Spa,AntiGravity Yoga,Yoga,Yoga,Defy gravity with this 'flying' practice using hammocks to increase flexibility and relieve stress.,60,,,,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/sayan/spa/,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s15,obs-7d8476bc95,Four Seasons Spa,Spa After Dark Experience,Other,Other,"Celebrate with your special someone(s) in a Spa After Dark Experience with exclusive use of our 12,000-square-foot space, including indoor pool and access to all thermal amenities. Through four hours of retreat, unwind during a Signature Four Seasons massage in our Couples’ Suite, followed by a candlelight dinner with a three-course tasting menu paired with a bottle of champagne or wine. Minimum t",240,,,USD 3000 - 3300,,,true,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/stlouis/spa/treatment_packages,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s16,obs-7d8476bc95,Four Seasons Spa,The Ultimate,Other,Other,"Private car pickup from your home or office in St. Louis and return (20-mile/32-kilometre radius); Couples’ Swedish Massage, 90 minutes; Private Steam Room and Shower, 20 minutes; Couples’ Signature Pedicures, 80 minutes; lunch for two in the Spa Cafe (one appetizer, two entrées); one bottle of Prosecco or wine. This package is offered without transportation as well.",190,,,USD 1500 - 1700,,,true,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/stlouis/spa/treatment_packages,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s17,obs-7d8476bc95,Four Seasons Spa,Couples’ Suite Retreat,Couple Massage,Couple Massage,"Couples’ Swedish Massage including foot treatment, 90 minutes; Private Steam Room and Shower, 20 minutes; two glasses of Prosecco.",110,,,USD 800 - 1000,,,true,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/stlouis/spa/treatment_packages,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s18,obs-7d8476bc95,Four Seasons Spa,Four Seasons Spa Day,Other,Other,"Relaxing Swedish Massage, 60 minutes; Custom Facial, 60 minutes; Signature Pedicure, 80 minutes; one glass of Prosecco.",200,,,USD 585 - 731,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/stlouis/spa/treatment_packages,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s19,obs-7d8476bc95,Four Seasons Spa,Unwind Package,Spa Package,Spa Package,"Swedish Massage, 60 minutes; Custom Facial, 60 minutes.",120,,,USD 450 - 562,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/stlouis/spa/treatment_packages,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s20,obs-7d8476bc95,Four Seasons Spa,Escape Package,Spa Package,Spa Package,"Swedish Massage or Custom Facial, 60 minutes; Classic Manicure and Pedicure.",165,,,USD 405 - 506,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/stlouis/spa/treatment_packages,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s21,obs-7d8476bc95,Four Seasons Spa,Therapeutic Body Treatment,Body Treatment,Body Treatment,"Indulge in a rejuvenating body treatment using CauseMedic CBD. This soothing treatment begins with a detoxifying salt scrub, gently exfoliating skin to remove impurities and leave you feeling refreshed. Next, a calming scalp treatment infused with CBD promotes relaxation and stress relief while deeply hydrating the scalp. The experience culminates in a full body massage, using premium CBD-infused ",110,,,,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/washington/spa/body_treatments,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s22,obs-7d8476bc95,Four Seasons Spa,The Georgetown Polish,Other,Other,Fresh lemon verbena and gentle buffing grains are blended with stimulating extracts of ruby grapefruit and blood orange. This gentle exfoliation moisturizes and revitalizes the skin. The treatment concludes with a hydrating body cream that moisturizes and nourishes the skin.,80,,,,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/washington/spa/body_treatments,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s23,obs-7d8476bc95,Four Seasons Spa,Political Detox Salt Scrub,Body Scrub,Body Scrub,"This invigorating scrub of rich mineral Dead Sea salts, blended with uplifting essential oils of rosemary and citrus, stimulates circulation and sloughs away dull, flaky skin. This delicious body buffing finishes with a relaxing lotion application and leaves skin soft, smooth, polished and hydrated.",80,,,,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/washington/spa/body_treatments,2026-08-25T06:22:51+00:00,medium
obs-7d8476bc95-s24,obs-7d8476bc95,Four Seasons Spa,Fijian Island Escape,Other,Other,"Transport yourself to the pristine islands of Fiji with this luxurious body treatment. Relax as warmed milk from the coconut is gently massaged into the skin following an exfoliation of pure cane sugar and tropical seed oils, leaving your skin feeling smooth and renewed. Complete the journey with a hydrating and antioxidant-rich massage to strengthen skin’s elasticity and replenish moisture loss.",80,,,,,,,,https://fswlv91362.na.book4time.com/OnlineBooking/SpaMenu.aspx,https://www.fourseasons.com/washington/spa/body_treatments,2026-08-25T06:22:51+00:00,medium
obs-dbd43cd5b1-s1,obs-dbd43cd5b1,Nikara Spa Berawa,Balinese Harmony Healing Massage,Balinese Massage,Balinese Massage,"The ultimate introduction to Balinese wellness. Using traditional long strokes and palm pressure, this ritual balances your energy.",90,590000,IDR,"IDR 590,000",FROM,,,true,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/nikara-spa-berawa-price,2026-08-25T06:22:51+00:00,high
obs-dbd43cd5b1-s2,obs-dbd43cd5b1,Nikara Spa Berawa,Sound Healing Massage,Sound Healing,Sound Healing,A transformative experience that combines deep tissue work with the vibrational power of singing bowls.,120,670000,IDR,"IDR 670,000",FROM,,,true,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/nikara-spa-berawa-price,2026-08-25T06:22:51+00:00,high
obs-dbd43cd5b1-s3,obs-dbd43cd5b1,Nikara Spa Berawa,Vegan Hibiscus Vitamin C Brightening Facial,Facial,Facial,A favorite for sun-kissed skin that needs a boost of antioxidants and hydration.,75,500000,IDR,"IDR 500,000",FROM,,,true,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/nikara-spa-berawa-price,2026-08-25T06:22:51+00:00,high
obs-dbd43cd5b1-s4,obs-dbd43cd5b1,Nikara Spa Berawa,Vegan Marigold Antioxidant Rejuvenation Facial,Facial,Facial,Focuses on repairing the skin barrier and fighting the effects of pollution and UV exposure.,75,500000,IDR,"IDR 500,000",FROM,,,true,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/nikara-spa-berawa-price,2026-08-25T06:22:51+00:00,high
obs-dbd43cd5b1-s5,obs-dbd43cd5b1,Nikara Spa Berawa,Serenity Glow Package,Spa Package,Spa Package,A combination of a full-body massage and a vegan organic facial.,120,840000,IDR,"IDR 840,000",FROM,,,true,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/nikara-spa-berawa-price,2026-08-25T06:22:51+00:00,high
obs-dbd43cd5b1-s6,obs-dbd43cd5b1,Nikara Spa Berawa,Healing Bliss Ritual,Spa Package,Spa Package,"An extended journey that includes a foot ritual, body scrub, signature massage, and a luxurious flower bath.",150,1020000,IDR,"IDR 1,020,000",FROM,,,true,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/nikara-spa-berawa-price,2026-08-25T06:22:51+00:00,high
obs-dbd43cd5b1-s7,obs-dbd43cd5b1,Nikara Spa Berawa,Ultimate Self-Gratitude Retreat,Other,Other,A 3.5-hour retreat that includes every element of the Nikara experience.,210,1800000,IDR,"IDR 1,800,000",FROM,,,true,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/nikara-spa-berawa-price,2026-08-25T06:22:51+00:00,high
obs-dbd43cd5b1-s8,obs-dbd43cd5b1,Nikara Spa Berawa,The Romantic Wine Therapy Ritual,Spa Package,Spa Package,Involves a red wine-infused body scrub and a luxurious bath.,150,,,,,,true,,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/nikara-spa-berawa-price,2026-08-25T06:22:51+00:00,medium
obs-dbd43cd5b1-s9,obs-dbd43cd5b1,Nikara Spa Berawa,Eternal Love Sound Harmony,Other,Other,Focuses on the shared vibration of sound with a synchronized sound healing session.,150,,,,,,true,,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/nikara-spa-berawa-price,2026-08-25T06:22:51+00:00,medium
obs-dbd43cd5b1-s10,obs-dbd43cd5b1,Nikara Spa Berawa,Hair Vitality Growth Ritual – Cemceman Rosemary Oil,Spa Package,Spa Package,"A nourishing scalp ritual with traditional Balinese cemceman and rosemary oil blend to stimulate hair growth, strengthen roots, and improve scalp health, including a warm oil massage and towel wrap for deep absorption.",,,,,,,,,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/,2026-08-25T06:22:51+00:00,medium
obs-dbd43cd5b1-s11,obs-dbd43cd5b1,Nikara Spa Berawa,Vegan Organic Lymphatic,Lymphatic Massage,Lymphatic Massage,"A vegan-friendly facial using centella asiatica and noni extracts to detoxify and refresh the skin, with lymphatic massage to encourage drainage of toxins, leaving the skin rejuvenated, hydrated, and glowing.",,,,,,,,,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/,2026-08-25T06:22:51+00:00,medium
obs-dbd43cd5b1-s12,obs-dbd43cd5b1,Nikara Spa Berawa,Serenity Glow Package,Spa Package,Spa Package,"A rejuvenating combination of full body massage and vegan organic facial to hydrate and restore your skin’s natural glow, featuring hibiscus and calendula botanicals for deep hydration and a radiant complexion.",,,,,,,true,,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/,2026-08-25T06:22:51+00:00,medium
obs-dbd43cd5b1-s13,obs-dbd43cd5b1,Nikara Spa Berawa,Romantic Harmony Ritual,Spa Package,Spa Package,"Reconnect with your loved one through a relaxing couple’s massage using organic oils, followed by an exfoliating body scrub for glowing skin, and end with a romantic flower bath. Perfect for enhancing intimacy and deep relaxation.",,,,,,,true,,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/,2026-08-25T06:22:51+00:00,medium
obs-dbd43cd5b1-s14,obs-dbd43cd5b1,Nikara Spa Berawa,Balinese Harmony Healing,Balinese Massage,Balinese Massage,"Signature Balinese massage using traditional techniques and organic herbal oils to balance body, mind, and spirit, promoting deep relaxation, relieving tension, and restoring overall wellness.",,,,,,,,,https://www.nikaraspa.com/booking/,https://www.nikaraspa.com/,2026-08-25T06:22:51+00:00,medium
obs-5aa0145e7f-s1,obs-5aa0145e7f,Taman Air Spa,Traditional Balinese Massage,Balinese Massage,Balinese Massage,,60,290000,IDR,"IDR 290,000",FIXED,,,true,https://wa.me/628113882224,https://tamanairspa.com/taman-air-spa-price-list,2026-08-25T06:22:51+00:00,high
obs-5aa0145e7f-s2,obs-5aa0145e7f,Taman Air Spa,Traditional Balinese Massage,Balinese Massage,Balinese Massage,,90,390000,IDR,"IDR 390,000",FIXED,,,true,https://wa.me/628113882224,https://tamanairspa.com/taman-air-spa-price-list,2026-08-25T06:22:51+00:00,high
obs-5aa0145e7f-s3,obs-5aa0145e7f,Taman Air Spa,Traditional Balinese Massage,Balinese Massage,Balinese Massage,,120,520000,IDR,"IDR 520,000",FIXED,,,true,https://wa.me/628113882224,https://tamanairspa.com/taman-air-spa-price-list,2026-08-25T06:22:51+00:00,high
obs-5aa0145e7f-s4,obs-5aa0145e7f,Taman Air Spa,Hot Stone Massage,Hot Stone,Hot Stone,,120,750000,IDR,"IDR 750,000",FIXED,,,true,https://wa.me/628113882224,https://tamanairspa.com/taman-air-spa-price-list,2026-08-25T06:22:51+00:00,high
obs-5aa0145e7f-s5,obs-5aa0145e7f,Taman Air Spa,Aromatherapy Massage,Aromatherapy,Aromatherapy,,60,350000,IDR,"IDR 350,000",FIXED,,,true,https://wa.me/628113882224,https://tamanairspa.com/taman-air-spa-price-list,2026-08-25T06:22:51+00:00,high
obs-5aa0145e7f-s6,obs-5aa0145e7f,Taman Air Spa,Royal Javanese Lulur,Javanese Lulur,Javanese Lulur,"A classic Indonesian beauty ritual that includes a footbath, Balinese massage, and a traditional herbal scrub to exfoliate and brighten the skin.",120,780000,IDR,"IDR 780,000",FIXED,,,true,https://wa.me/628113882224,https://tamanairspa.com/taman-air-spa-price-list,2026-08-25T06:22:51+00:00,high
obs-5aa0145e7f-s7,obs-5aa0145e7f,Taman Air Spa,Balinese Boreh Ritual,Balinese Boreh,Balinese Boreh,"Perfect for those feeling under the weather or with muscle aches, using a warming spice mask made of ginger, cloves, and cinnamon.",120,900000,IDR,"IDR 900,000",FIXED,,,true,https://wa.me/628113882224,https://tamanairspa.com/taman-air-spa-price-list,2026-08-25T06:22:51+00:00,high
